patient_age_group,registration_area,registration_settlement,lat,lng,registration_settlement_id,per1000
291,СУМСЬКА,МИКОЛАЇВКА,50.9427582,34.378076,set385,69.3
2164,ЧЕРНІВЕЦЬКА,НОВОСЕЛИЦЯ,48.2917352,25.9450384,set386,286.0
4186,КИЇВСЬКА,БОРИСПІЛЬ,50.3617444,30.9370186,set389,66.3
392,КІРОВОГРАДСЬКА,СВІТЛОВОДСЬК,49.0574778,33.2407117,set390,8.8
805,ЧЕРКАСЬКА,ВАТУТІНЕ,49.0091345,31.0557322,set391,49.7
8,ЛЬВІВСЬКА,РАВА-РУСЬКА,50.2260935,23.6172155,set393,0.9
1020,ЧЕРНІГІВСЬКА,КОРЮКІВКА,51.7737901,32.2488097,set394,81.3
211,ЛЬВІВСЬКА,СКОЛЕ,49.042552,23.5150981,set395,34.3
2787,ІВАНО-ФРАНКІВСЬКА,ІВАНО-ФРАНКІВСЬК,48.9157959,24.7073726,set396,11.7
1782,ВОЛИНСЬКА,ВОЛОДИМИР-ВОЛИНСЬКИЙ,50.8584711,24.3178135,set397,46.5
342,ОДЕСЬКА,БОЛГРАД,45.6791308,28.6147798,set398,22.7
1949,ХАРКІВСЬКА,ІЗЮМ,49.1913314,37.2791301,set399,41.8
2886,ОДЕСЬКА,ЮЖНЕ,46.6253931,31.1064939,set400,88.2
3144,КІРОВОГРАДСЬКА,НОВОУКРАЇНКА,48.3098432,31.534798,set401,190.1
633,ЗАПОРІЗЬКА,ЯКИМІВКА,46.7070215,35.1680849,set402,55.5
1025,РІВНЕНСЬКА,КОСТОПІЛЬ,50.8802041,26.4519233,set403,32.8
1027,ДОНЕЦЬКА,ВОЛНОВАХА,47.612409,37.4867233,set404,47.4
2056,ХАРКІВСЬКА,КРАСНОГРАД,49.3728037,35.4424559,set406,101.4
947,ХЕРСОНСЬКА,ГОРНОСТАЇВКА,47.0102692,33.7279049,set408,146.4
894,ХМЕЛЬНИЦЬКА,ПОЛОННЕ,50.1218594,27.4919276,set409,43.4
715,ХАРКІВСЬКА,ЛЮБОТИН,49.9398288,35.9338329,set410,34.6
7203,КИЇВСЬКА,БІЛА ЦЕРКВА,49.7892187,30.1254316,set411,34.4
189,ХЕРСОНСЬКА,АСКАНІЯ-НОВА,46.4501475,33.8688648,set415,71.6
278,СУМСЬКА,ТРОСТЯНЕЦЬ,50.4810642,34.9654363,set416,13.9
200,СУМСЬКА,ПУТИВЛЬ,51.3320976,33.8810216,set417,13.1
1221,ОДЕСЬКА,БАЛТА,47.9460968,29.6221547,set418,66.9
3660,МИКОЛАЇВСЬКА,БАШТАНКА,47.4079553,32.4356881,set420,294.0
2913,ЗАКАРПАТСЬКА,БЕРЕГОВЕ,48.2028587,22.6490313,set422,123.6
133,ЛЬВІВСЬКА,ДОБРОМИЛЬ,49.5710051,22.7906719,set424,31.5
705,ЖИТОМИРСЬКА,РОМАНІВ,50.1490571,27.9272688,set425,95.1
82,ЖИТОМИРСЬКА,БРУСИЛІВ,50.2886162,29.5045362,set426,17.1
1265,ХАРКІВСЬКА,ВОВЧАНСЬК,50.2905097,36.9289379,set427,70.5
975,ЧЕРНІВЕЦЬКА,СОКИРЯНИ,48.452171,27.407079,set429,111.5
91,ТЕРНОПІЛЬСЬКА,ПІДВОЛОЧИСЬК,49.5382253,26.1311359,set430,11.7
474,ЧЕРНІГІВСЬКА,КОРОП,51.5729796,32.9742348,set431,92.3
1407,ПОЛТАВСЬКА,КОЗЕЛЬЩИНА,49.2107448,33.8476743,set434,393.1
2610,ЛУГАНСЬКА,СЄВЄРОДОНЕЦЬК,48.9582989,38.5010933,set435,25.5
121,КІРОВОГРАДСЬКА,СМОЛІНЕ,48.5985281,31.3065241,set437,12.8
523,ВОЛИНСЬКА,РОЖИЩЕ,50.909371,25.2821991,set438,41.1
4512,ЖИТОМИРСЬКА,КОРОСТЕНЬ,50.9521463,28.6470107,set439,71.8
76,ЧЕРНІГІВСЬКА,ЛИНОВИЦЯ,50.4601616,32.4005457,set440,28.5
203,ЧЕРНІГІВСЬКА,РІПКИ,51.794858,31.0820098,set441,29.3
2012,ІВАНО-ФРАНКІВСЬКА,НАДВІРНА,48.6314621,24.5603604,set443,89.3
870,КІРОВОГРАДСЬКА,КОМПАНІЇВКА,48.2619911,32.1952303,set444,197.8
586,ВОЛИНСЬКА,РАТНЕ,51.6774268,24.5461403,set445,60.2
37,ТЕРНОПІЛЬСЬКА,ШУМСЬК,50.122577,26.1149716,set446,6.8
6831,ЧЕРКАСЬКА,ЗВЕНИГОРОДКА,49.0762064,30.9699903,set447,410.4
1078,ХМЕЛЬНИЦЬКА,ГОРОДОК,49.1664842,26.5767453,set448,67.7
54,ОДЕСЬКА,ЧОРНОМОРСЬК,46.3015886,30.6410179,set449,0.9
1047,ПОЛТАВСЬКА,ШИШАКИ,49.8675003,34.0112001,set450,241.7
420,ХАРКІВСЬКА,СТАРИЙ САЛТІВ,50.0755905,36.7936244,set451,123.6
1214,ДОНЕЦЬКА,ТОРЕЦЬК,48.3972873,37.855245,set452,37.9
538,ВІННИЦЬКА,ОРАТІВ,49.1807084,29.529526,set453,194.2
1492,ХЕРСОНСЬКА,КАХОВКА,46.8174331,33.4876012,set454,41.7
241,ДНІПРОПЕТРОВСЬКА,КРИНИЧКИ,48.3774942,34.4661977,set455,58.8
32,ІВАНО-ФРАНКІВСЬКА,БІЛЬШІВЦІ,49.1835908,24.7462961,set456,16.6
977,ЧЕРНІГІВСЬКА,КУЛИКІВКА,51.3730784,31.6451876,set457,190.4
332,ПОЛТАВСЬКА,СЕМЕНІВКА,49.6708507,33.0777857,set458,55.6
404,ЧЕРНІГІВСЬКА,ГОРОДНЯ,51.8877546,31.5965425,set461,34.1
1462,РІВНЕНСЬКА,ДУБРОВИЦЯ,51.5992024,26.5708696,set462,155.6
489,ЛЬВІВСЬКА,БОРИСЛАВ,49.2983115,23.4052672,set464,14.7
202,ІВАНО-ФРАНКІВСЬКА,ЗАБОЛОТІВ,48.4709758,25.2866412,set465,50.9
202,ЛЬВІВСЬКА,ПЕРЕМИШЛЯНИ,49.6744743,24.5527861,set468,30.6
294,ЗАКАРПАТСЬКА,ПЕРЕЧИН,48.7359203,22.4723243,set470,44.3
1272,ХАРКІВСЬКА,ПІСОЧИН,49.9580516,36.1189983,set472,54.0
3412,ЛЬВІВСЬКА,ЗОЛОЧІВ,49.800218,24.8933211,set473,141.5
1335,ПОЛТАВСЬКА,КОБЕЛЯКИ,49.1526235,34.1810119,set475,137.4
2299,ЛЬВІВСЬКА,ЧЕРВОНОГРАД,50.3951314,24.2520404,set476,34.9
2436,КІРОВОГРАДСЬКА,НОВОМИРГОРОД,48.7881785,31.6495129,set478,221.0
1632,КИЇВСЬКА,БОГУСЛАВ,49.5357156,30.8660447,set480,100.8
297,РІВНЕНСЬКА,ДЕМИДІВКА,50.4241865,25.329703,set482,119.0
1577,ВІННИЦЬКА,БАР,49.0769251,27.683464,set483,100.0
1463,ЧЕРКАСЬКА,СМІЛА,49.1982110,31.8999033,set484,21.8
3219,ДНІПРОПЕТРОВСЬКА,ТОМАКІВКА,47.8172631,34.7548713,set485,478.2
701,ДОНЕЦЬКА,ОЧЕРЕТИНЕ,48.2431803,37.6133642,set486,203.2
289,РІВНЕНСЬКА,СМИГА,50.2414199,25.7622611,set487,110.5
635,ЛЬВІВСЬКА,ЖИДАЧІВ,49.391497,24.1336633,set488,59.5
453,ДОНЕЦЬКА,НОВОГРОДІВКА,48.1971372,37.3396106,set489,31.3
2548,КИЇВСЬКА,ТЕТІЇВ,49.3689048,29.6832554,set490,198.2
859,ЧЕРКАСЬКА,УМАНЬ,48.7593967,30.2215448,set491,10.4
2,ЛЬВІВСЬКА,ДУБЛЯНИ,49.5002091,23.3837584,set492,0.2
3698,ПОЛТАВСЬКА,ХОРОЛ,49.7802633,33.2702223,set493,288.0
71,ВІННИЦЬКА,ЛИПОВЕЦЬ,49.2375781,29.0442416,set495,8.7
6075,ЗАКАРПАТСЬКА,УЖГОРОД,48.6380525,22.2801047,set497,52.6
383,ОДЕСЬКА,ОВІДІОПОЛЬ,46.2444663,30.4426682,set498,32.9
528,ДНІПРОПЕТРОВСЬКА,ПЕТРОПАВЛІВКА,48.4570024,36.4679408,set499,77.3
860,СУМСЬКА,КРАСНОПІЛЛЯ,50.7725515,35.2596445,set500,108.0
533,ЛУГАНСЬКА,РУБІЖНЕ,49.0232438,38.3568495,set501,9.4
137,ЛЬВІВСЬКА,РУДКИ,51.6778534,24.9444753,set503,25.7
594,ДНІПРОПЕТРОВСЬКА,ТЕРНІВКА,48.5299647,36.0780258,set504,21.5
1915,РІВНЕНСЬКА,САРНИ,51.332652,26.5927185,set506,65.9
168,ЛЬВІВСЬКА,НОВИЙ КАЛИНІВ,49.5577666,23.3018,set507,39.7
2,МИКОЛАЇВСЬКА,НОВИЙ БУГ,47.6869738,32.5099232,set509,0.1
1882,ЧЕРКАСЬКА,КОРСУНЬ-ШЕВЧЕНКІВСЬКИЙ,49.4216768,31.2765127,set511,107.0
1,МИКОЛАЇВСЬКА,ОЧАКІВ,46.6230864,31.5303123,set512,0.1
3915,ЧЕРНІГІВСЬКА,МЕНА,51.5309649,32.2287087,set514,348.2
632,ЧЕРКАСЬКА,МАНЬКІВКА,48.9662352,30.3484898,set515,83.3
958,ЧЕРНІВЕЦЬКА,СТОРОЖИНЕЦЬ,48.1635402,25.7195354,set516,67.6
4641,КИЇВСЬКА,РОКИТНЕ,49.6925362,30.4822487,set519,432.4
719,ЖИТОМИРСЬКА,КОРОСТИШІВ,50.3150278,29.0580222,set520,29.0
389,МИКОЛАЇВСЬКА,БРАТСЬКЕ,47.8564879,31.5763044,set521,76.1
1396,ДНІПРОПЕТРОВСЬКА,ГВАРДІЙСЬКЕ,48.7326152,35.313884,set528,227.0
34,ДНІПРОПЕТРОВСЬКА,СОФІЇВКА,48.0474127,33.8676375,set529,5.2
321,ДНІПРОПЕТРОВСЬКА,БОЖЕДАРІВКА,48.3543347,34.1104115,set530,117.2
332,КІРОВОГРАДСЬКА,БЛАГОВІЩЕНСЬКЕ,48.3329415,30.2365493,set531,55.3
1133,ЧЕРКАСЬКА,ГОРОДИЩЕ,49.2917766,31.4465327,set533,84.3
11505,КИЇВСЬКА,ІРПІНЬ,50.5250983,30.2361613,set534,191.5
1834,ХЕРСОНСЬКА,ОЛЕШКИ,46.6188584,32.7216977,set535,74.8
1718,КИЇВСЬКА,БАРИШІВКА,50.3664324,31.3319322,set536,161.7
254,ДНІПРОПЕТРОВСЬКА,МИКОЛАЇВКА,48.788269,35.1788171,set537,216.5
317,ЖИТОМИРСЬКА,ОЛЕВСЬК,51.2185457,27.6449991,set538,30.8
288,СУМСЬКА,ВЕЛИКА ПИСАРІВКА,50.4316774,35.4836619,set539,70.7
9,ЛЬВІВСЬКА,МАГЕРІВ,50.1046264,23.6975098,set540,4.5
820,ЗАКАРПАТСЬКА,ВОЛОВЕЦЬ,48.7149856,23.1853838,set541,161.5
436,ЖИТОМИРСЬКА,БАРАНІВКА,50.2924464,27.6688212,set542,37.9
1280,ХМЕЛЬНИЦЬКА,КРАСИЛІВ,49.6541955,26.9781525,set543,68.3
2793,ХАРКІВСЬКА,ДЕРГАЧІ,50.1050211,36.1050539,set544,158.2
3079,ХМЕЛЬНИЦЬКА,ДЕРАЖНЯ,49.2711628,27.4229888,set546,308.9
2872,ПОЛТАВСЬКА,МИРГОРОД,49.960246,33.6109636,set547,73.5
599,ЖИТОМИРСЬКА,ПОПІЛЬНЯ,49.9483721,29.4484341,set548,109.5
378,ЖИТОМИРСЬКА,РАДОМИШЛЬ,50.5056038,29.2377541,set549,26.8
3185,ОДЕСЬКА,РОЗДІЛЬНА,46.8518947,30.0728227,set551,179.4
992,ХЕРСОНСЬКА,НИЖНІ СІРОГОЗИ,46.8422004,34.3648344,set552,214.4
207,ХЕРСОНСЬКА,ВЕРХНІЙ РОГАЧИК,47.2527947,34.3405059,set553,39.1
707,ЛЬВІВСЬКА,БУСЬК,49.9638419,24.5887156,set556,81.6
1814,ОДЕСЬКА,ПОДІЛЬСЬК,47.7388002,29.5586514,set557,45.3
2431,ЗАПОРІЗЬКА,ЕНЕРГОДАР,47.4903821,34.6623829,set559,45.6
1,ІВАНО-ФРАНКІВСЬКА,ЄЗУПІЛЬ,49.0434835,24.7841714,set560,0.4
1112,ЖИТОМИРСЬКА,ЧУДНІВ,50.0566152,28.1274686,set561,202.4
350,ЛЬВІВСЬКА,МОСТИСЬКА,49.8019526,23.1470346,set562,37.2
123,ЖИТОМИРСЬКА,ЧЕРНЯХІВ,50.454528,28.6757838,set563,13.2
767,КІРОВОГРАДСЬКА,ГАЙВОРОН,48.3367137,29.8686351,set564,53.5
1655,РІВНЕНСЬКА,ВОЛОДИМИРЕЦЬ,51.4239456,26.1359411,set565,177.7
1221,ХАРКІВСЬКА,ЗОЛОЧІВ,50.2688043,35.9813693,set566,151.6
844,ХЕРСОНСЬКА,НОВОВОРОНЦОВКА,47.5055636,33.923824,set568,137.0
531,ОДЕСЬКА,АНАНЬЇВ,47.7229495,29.960382,set570,67.0
3539,ДНІПРОПЕТРОВСЬКА,НІКОПОЛЬ,47.5803561,34.3370229,set571,32.4
381,ЗАПОРІЗЬКА,КУШУГУМ,47.7276502,35.2043457,set572,47.8
2381,КИЇВСЬКА,ОБУХІВ,50.1313012,30.6291209,set573,71.2
466,ДОНЕЦЬКА,НІКОЛЬСЬКЕ,47.2028635,37.3197087,set574,58.6
793,РІВНЕНСЬКА,РАДИВИЛІВ,50.1239552,25.2527513,set576,75.7
365,СУМСЬКА,БУРИНЬ,51.2061779,33.8614403,set577,43.1
480,ТЕРНОПІЛЬСЬКА,ЗБОРІВ,49.6666467,25.138309,set578,72.0
239,ІВАНО-ФРАНКІВСЬКА,ЛИСЕЦЬ,48.8673363,24.6132944,set579,82.2
187,КИЇВСЬКА,РЖИЩІВ,49.9657673,31.0432748,set580,25.5
354,ДНІПРОПЕТРОВСЬКА,МАГДАЛИНІВКА,48.9104774,34.9115965,set581,56.8
772,ЛУГАНСЬКА,КРЕМІННА,49.0422267,38.2176555,set582,41.5
4337,ДОНЕЦЬКА,СЕЛИДОВЕ,48.1491222,37.3160771,set583,194.7
1008,ХЕРСОНСЬКА,ВЕЛИКА ОЛЕКСАНДРІВКА,47.3142828,33.2811375,set585,154.2
208,ЛЬВІВСЬКА,ТУРКА,49.1617034,23.011938,set586,29.6
2118,ХАРКІВСЬКА,БУДИ,49.8932741,36.011984,set587,354.8
195,ХАРКІВСЬКА,КОЛОМАК,49.84,35.2988889,set588,71.6
509,ДНІПРОПЕТРОВСЬКА,ШИРОКЕ,47.690098,33.276844,set590,51.3
1011,ПОЛТАВСЬКА,МАШІВКА,49.4411026,34.866492,set591,272.1
706,ЗАКАРПАТСЬКА,ТЯЧІВ,48.0163225,23.5643914,set592,78.7
458,ВОЛИНСЬКА,ЛЮБОМЛЬ,51.2444306,24.0357129,set593,43.9
684,МИКОЛАЇВСЬКА,СНІГУРІВКА,47.0767826,32.8198249,set594,55.0
190,ІВАНО-ФРАНКІВСЬКА,БРОШНІВ-ОСАДА,48.9930431,24.1843913,set595,34.4
400,ЖИТОМИРСЬКА,АНДРУШІВКА,50.0011819,29.0300952,set596,47.0
773,МИКОЛАЇВСЬКА,КАЗАНКА,47.8321678,32.832507,set597,113.2
328,ЛЬВІВСЬКА,БРОДИ,50.0854511,25.1495585,set598,14.0
110,ОДЕСЬКА,МИКОЛАЇВКА,47.5433923,30.7546576,set599,41.0
241,ЛЬВІВСЬКА,ДРОГОБИЧ,49.302282,23.561824,set600,3.2
98,ВОЛИНСЬКА,КОЛКИ,51.099958,25.6676406,set602,24.5
618,ОДЕСЬКА,ТАТАРБУНАРИ,45.8409652,29.6080561,set603,56.5
1,МИКОЛАЇВСЬКА,БЕРЕЗНЕГУВАТЕ,47.3098306,32.8487692,set607,0.1
326,КІРОВОГРАДСЬКА,ДОБРОВЕЛИЧКІВКА,48.3945628,31.1752601,set608,59.0
1873,ХАРКІВСЬКА,ЧУГУЇВ,49.8309356,36.6910023,set609,58.8
2200,ХЕРСОНСЬКА,НОВОТРОЇЦЬКЕ,46.3532719,34.3387437,set610,206.7
1464,КІРОВОГРАДСЬКА,ОНУФРІЇВКА,48.9058043,33.4527302,set611,383.2
840,ЧЕРНІГІВСЬКА,БОРЗНА,51.2594086,32.4228611,set612,85.9
250,ЛЬВІВСЬКА,НОВИЙ ЯРИЧІВ,49.9073861,24.2931372,set614,83.5
698,СУМСЬКА,ЛИПОВА ДОЛИНА,50.5657718,33.7762021,set615,137.9
847,ВІННИЦЬКА,ПОГРЕБИЩЕ,49.4851009,29.2492424,set616,89.0
969,ДНІПРОПЕТРОВСЬКА,ВЕРХНЬОДНІПРОВСЬК,48.6547302,34.340172,set617,60.9
1126,ІВАНО-ФРАНКІВСЬКА,РОЖНЯТІВ,48.940129,24.1515668,set618,291.6
2498,ОДЕСЬКА,ІЗМАЇЛ,45.3501032,28.8352097,set620,35.0
230,ТЕРНОПІЛЬСЬКА,СКАЛАТ,49.4285053,25.9712877,set622,60.0
643,ДНІПРОПЕТРОВСЬКА,ЗЕЛЕНОДОЛЬСЬК,47.5650893,33.6427871,set624,49.2
1167,ПОЛТАВСЬКА,НОВІ САНЖАРИ,49.3411799,34.3058346,set625,143.6
290,ЧЕРКАСЬКА,БУКИ,49.0869382,30.4092177,set626,166.0
186,ТЕРНОПІЛЬСЬКА,ЗАЛІЗЦІ,49.7988018,25.3898214,set627,72.3
2965,ЧЕРКАСЬКА,КАНІВ,49.7514618,31.3154255,set632,125.7
663,ЧЕРКАСЬКА,МОНАСТИРИЩЕ,48.979886,29.8053288,set633,78.1
832,ДНІПРОПЕТРОВСЬКА,ВІЛЬНОГІРСЬК,48.4855437,34.0134948,set634,36.7
157,ЛЬВІВСЬКА,ДОБРОТВІР,50.2040502,24.3824653,set636,24.5
1720,ТЕРНОПІЛЬСЬКА,ЗБАРАЖ,49.6611904,25.7896972,set637,126.6
862,ОДЕСЬКА,КОДИМА,48.0974614,29.122594,set638,99.8
366,ДОНЕЦЬКА,ВУГЛЕДАР,47.775308,37.2393817,set639,25.0
501,ОДЕСЬКА,ЛЮБАШІВКА,47.8400612,30.2631786,set640,55.9
390,ОДЕСЬКА,ТАРУТИНЕ,46.1788045,29.1535781,set641,67.1
482,ВІННИЦЬКА,ТЕПЛИК,48.6633108,29.7507813,set642,77.3
2683,ЧЕРНІГІВСЬКА,НІЖИН,51.0463629,31.8895087,set643,39.5
337,КІРОВОГРАДСЬКА,ОЛЕКСАНДРІВКА,48.9647097,32.2462376,set644,40.3
289,КИЇВСЬКА,КРАСЯТИЧІ,51.0778799,29.6399163,set646,454.4
914,ВІННИЦЬКА,ЯМПІЛЬ,48.2441219,28.2765218,set648,84.0
1000,ВОЛИНСЬКА,ЛЮБЕШІВ,51.7609159,25.5037925,set649,175.1
5173,КИЇВСЬКА,ВИШНЕВЕ,50.3944886,30.3796376,set651,123.7
313,МИКОЛАЇВСЬКА,ДОМАНІВКА,47.6297068,30.9923297,set654,53.1
499,ЛУГАНСЬКА,СТАНИЦЯ ЛУГАНСЬКА,48.6798458,39.4672507,set655,39.3
425,ЧЕРНІГІВСЬКА,БОБРОВИЦЯ,50.7438882,31.3859435,set656,39.0
791,ЛЬВІВСЬКА,РАДЕХІВ,50.2799975,24.6366405,set658,81.1
1206,ТЕРНОПІЛЬСЬКА,ГУСЯТИН,49.073147,26.1831731,set659,170.3
731,ОДЕСЬКА,САРАТА,46.0233792,29.6582243,set660,173.2
463,ХАРКІВСЬКА,ЗАЧЕПИЛІВКА,49.193851,35.2461823,set662,135.5
520,ЗАПОРІЗЬКА,ТОКМАК,47.2535979,35.7084036,set664,17.0
1322,ЧЕРКАСЬКА,ЗОЛОТОНОША,49.6633237,32.0577664,set667,47.8
98,ЗАПОРІЗЬКА,АНДРІЇВКА,47.0962593,36.583026,set668,36.3
722,ЧЕРНІВЕЦЬКА,ВИЖНИЦЯ,48.2446645,25.1810046,set669,184.3
376,ЧЕРНІГІВСЬКА,ДЕСНА,50.9277587,30.7529639,set670,51.0
240,ЖИТОМИРСЬКА,НОВА БОРОВА,50.700304,28.644489,set671,43.8
1497,МИКОЛАЇВСЬКА,АРБУЗИНКА,47.9099006,31.3168529,set673,244.0
1022,ЧЕРНІГІВСЬКА,ІЧНЯ,50.8669207,32.3963203,set674,95.4
1054,КИЇВСЬКА,СТАВИЩЕ,49.3886358,30.1723766,set675,169.5
1,КИЇВСЬКА,ВОЛОДАРКА,49.5253468,29.9299906,set676,0.2
66,ОДЕСЬКА,ДОБРОСЛАВ,46.8281104,30.9439839,set680,9.6
3076,СУМСЬКА,ШОСТКА,51.87169,33.46731,set681,41.5
101,МИКОЛАЇВСЬКА,КРИВЕ ОЗЕРО,47.9585307,30.3501032,set682,13.5
1409,ХАРКІВСЬКА,ПЕРВОМАЙСЬКИЙ,49.39854,36.2251286,set683,48.0
1372,ЧЕРНІГІВСЬКА,КОЗЕЛЕЦЬ,50.9123024,31.1136908,set684,176.8
423,ДОНЕЦЬКА,СВІТЛОДАРСЬК,48.4344374,38.2219363,set685,37.0
650,ПОЛТАВСЬКА,ЧУТОВЕ,49.7274493,35.1803643,set688,105.3
1,ХАРКІВСЬКА,БЛИЗНЮКИ,48.8568191,36.5499896,set690,0.3
83,ВІННИЦЬКА,ВАПНЯРКА,48.5334788,28.7416365,set692,11.2
356,ТЕРНОПІЛЬСЬКА,ЛАНІВЦІ,49.8626237,26.0885189,set693,42.4
387,ЗАПОРІЗЬКА,ПРИАЗОВСЬКЕ,46.7348714,35.6425893,set694,59.4
2093,ВІННИЦЬКА,БЕРШАДЬ,48.363451,29.5109228,set695,166.7
305,ХЕРСОНСЬКА,ВЕЛИКА ЛЕПЕТИХА,47.170887,33.9285084,set697,38.3
151,ЛЬВІВСЬКА,ГНІЗДИЧІВ,49.3287808,24.103764,set698,37.2
778,ПОЛТАВСЬКА,ГРЕБІНКА,50.1151456,32.4411801,set699,72.8
230,ЧЕРНІГІВСЬКА,ЛОСИНІВКА,50.839216,31.9117829,set701,62.1
425,ЖИТОМИРСЬКА,ЄМІЛЬЧИНЕ,50.855906,27.8160756,set703,66.1
30,ЛЬВІВСЬКА,ЖОВКВА,50.055559,23.980732,set705,2.2
381,ІВАНО-ФРАНКІВСЬКА,ДЕЛЯТИН,48.5286204,24.6273271,set706,45.7
250,ДОНЕЦЬКА,МАНГУШ,47.0614972,37.3071907,set707,31.5
2123,ВІННИЦЬКА,ГАЙСИН,48.8130829,29.3928695,set708,82.2
4830,ІВАНО-ФРАНКІВСЬКА,КАЛУШ,49.0408415,24.3539397,set712,73.0
97,СУМСЬКА,ЧУПАХІВКА,50.3756838,34.5763422,set714,43.6
454,ІВАНО-ФРАНКІВСЬКА,БОЛЕХІВ,49.0678166,23.8560203,set716,43.7
3,ОДЕСЬКА,АВАНГАРД,46.4646599,30.616523,set718,0.5
625,ВІННИЦЬКА,ТОМАШПІЛЬ,48.5529174,28.5130512,set720,115.0
2283,ПОЛТАВСЬКА,ГРАДИЗЬК,49.2360442,33.1289795,set721,370.4
912,ПОЛТАВСЬКА,КОТЕЛЬВА,50.0770999,34.7445417,set724,76.1
125,ЗАПОРІЗЬКА,ВАСИЛІВКА,47.4448178,35.2801861,set725,9.6
5625,КИЇВСЬКА,ВИШГОРОД,50.5818874,30.4768542,set726,181.5
191,ЛЬВІВСЬКА,ЛОПАТИН,50.219683,24.8458447,set727,57.3
1109,ВОЛИНСЬКА,КІВЕРЦІ,50.8241769,25.4668612,set728,79.4
365,КІРОВОГРАДСЬКА,МАЛА ВИСКА,48.5620355,31.8499174,set730,35.6
680,ХМЕЛЬНИЦЬКА,ТЕОФІПОЛЬ,49.8431125,26.4114641,set731,106.3
463,ВОЛИНСЬКА,ІВАНИЧІ,50.6335993,24.348288,set732,72.4
129,ТЕРНОПІЛЬСЬКА,СКАЛА-ПОДІЛЬСЬКА,48.8453786,26.2006833,set733,30.7
1486,ПОЛТАВСЬКА,КАРЛІВКА,49.4530196,35.1363889,set734,104.0
1209,ВІННИЦЬКА,ТУЛЬЧИН,48.672723,28.8662787,set735,81.3
951,ХМЕЛЬНИЦЬКА,СТАРА УШИЦЯ,48.6722067,26.6059207,set736,452.2
2563,КИЇВСЬКА,ЯГОТИН,50.2710912,31.7641791,set737,132.1
90,ВІННИЦЬКА,ШПИКІВ,48.7867841,28.561648,set741,29.6
459,ДНІПРОПЕТРОВСЬКА,ВАСИЛЬКІВКА,48.2217146,36.0130703,set742,39.8
230,ХЕРСОНСЬКА,БРИЛІВКА,46.4214581,33.1462635,set744,54.5
1094,РІВНЕНСЬКА,БЕРЕЗНЕ,50.9996233,26.750679,set745,82.3
1284,МИКОЛАЇВСЬКА,НОВА ОДЕСА,47.2997442,31.7980112,set747,109.5
717,ДНІПРОПЕТРОВСЬКА,СОЛОНЕ,48.2025499,34.8726841,set748,95.8
472,ЧЕРНІВЕЦЬКА,НОВОДНІСТРОВСЬК,48.5859677,27.4330601,set749,44.4
274,ЧЕРНІВЕЦЬКА,ВАШКІВЦІ,48.3842974,25.5058522,set750,51.2
1610,СУМСЬКА,ОХТИРКА,50.3150962,34.9005644,set751,33.8
1969,КИЇВСЬКА,КАГАРЛИК,49.8633174,30.8231236,set752,146.3
2322,ВІННИЦЬКА,КОЗЯТИН,49.7215655,28.8371903,set753,101.2
385,ЖИТОМИРСЬКА,ПУЛИНИ,50.4716069,28.2438755,set754,73.1
1036,ПОЛТАВСЬКА,ОПІШНЯ,49.9542954,34.590018,set755,197.7
93,ЛЬВІВСЬКА,ВЕЛИКИЙ ЛЮБІНЬ,49.7215374,23.7238542,set756,20.3
255,ЛЬВІВСЬКА,МЕДЕНИЧІ,49.4289115,23.7472952,set758,76.4
915,РІВНЕНСЬКА,МЛИНІВ,50.5076119,25.6083622,set759,111.5
207,ЧЕРНІГІВСЬКА,СРІБНЕ,50.6546637,32.8982913,set760,66.6
349,ЛЬВІВСЬКА,НОВИЙ РОЗДІЛ,49.467855,24.1409851,set761,12.3
1167,ЗАПОРІЗЬКА,ГУЛЯЙПОЛЕ,47.6607145,36.2732383,set762,88.0
976,СУМСЬКА,ГЛУХІВ,51.6773487,33.9147199,set763,29.9
3198,ПОЛТАВСЬКА,ЛУБНИ,50.0038749,32.9953275,set765,71.0
3617,КИЇВСЬКА,ВАСИЛЬКІВ,50.2028701,30.313472,set766,96.4
171,ТЕРНОПІЛЬСЬКА,МЕЛЬНИЦЯ-ПОДІЛЬСЬКА,48.6079275,26.1668489,set767,46.5
12,ХЕРСОНСЬКА,ЛЮБИМІВКА,46.812628,33.5486511,set768,2.2
283,МИКОЛАЇВСЬКА,ОЛЕКСАНДРІВКА,47.6914431,31.2759129,set770,55.1
70,ЛЬВІВСЬКА,СЛАВСЬКЕ,48.8483118,23.4465113,set771,19.5
688,ДНІПРОПЕТРОВСЬКА,АПОСТОЛОВЕ,47.6712821,33.7193314,set772,51.1
4,ХМЕЛЬНИЦЬКА,ШЕПЕТІВКА,50.1878466,27.0622801,set773,0.1
507,ЧЕРНІГІВСЬКА,НОВГОРОД-СІВЕРСЬКИЙ,52.0018253,33.2757264,set774,39.4
520,ОДЕСЬКА,КІЛІЯ,45.4494419,29.2758152,set775,27.0
446,ВОЛИНСЬКА,СТАРА ВИЖІВКА,51.4396998,24.4323802,set776,87.0
1429,ПОЛТАВСЬКА,РЕШЕТИЛІВКА,49.560668,34.0616393,set777,155.3
873,ВІННИЦЬКА,ЛІТИН,49.3293107,28.072411,set778,131.8
602,РІВНЕНСЬКА,ЗАРІЧНЕ,51.8204903,26.117504,set780,81.9
